Matchcode,Strain,Start of outbreak,Duration (days),Country,Lat,Long,Cases (patient),Transmission,Molecular Evidence,Comments
Pseudomonas-2005-Dub-1897,PA,1996.83,2221,"Bordeaux, France",44.84,-0.58,18,env,yes,database
Pseudomonas-1999-Pan-675,MDRPA,1996.92,516,"Greifswald, Germany",54.09,13.39,80,env,yes,database: environment (basins and showers) and in the rinsing water of a manually prepared bronchoscope
Pseudomonas-2000-Moo-981,PA,1997.00,426,"Oklahoma city, USA",35.47,-97.52,46,HCW,yes,HCW suspected (long fingernails)
Pseudomonas-1998-But-350,MDRPA,1997.00,151,"Melbourne, Australia",-37.81,144.96,8,equip,yes,contaminated bath toys
Pseudomonas-2001-Gul-245,PA,1997.00,212,"Izmir, Turkey",38.42,27.13,15,HCW,no,suspected HCW
Pseudomonas-2000-Cor-695,CRPA,1997.08,393,"Verona, Italy",45.44,10.99,8,unk,no,
Pseudomonas-2000-Gil-679,MDRPA,1997.08,365,"Edinburgh, Scotland",55.95,-3.19,5,env,yes,suspected HCW and env
Pseudomonas-1998-Hsu-678,MDRPA,1997.25,61,"Taipei, Taiwan",25.09,121.56,4,unk,no,
Pseudomonas-2000-Ber-696,PA,1997.33,184,"Besançon, France",47.24,6.02,55,HCW,yes,suspected HCW
Pseudomonas-2004-Zaw-1627,PA,1997.50,62,"Boston, USA",42.36,-71.06,4,HCW,yes,HCW suspected
Pseudomonas-2000-Tri-980,PA,1997.58,92,"Phoenix, AZ, USA",33.44,-112.07,7,HCW,no,HCW suspected
Pseudomonas-2001-Mir-252,MDRPA,1997.67,61,"Mexico City, Mexico",19.43,-99.13,14,unk,yes,
Pseudomonas-2001-Kni-367,PA,1997.67,61,Germany,51.17,10.45,6,equip,yes,contaminated tea
Pseudomonas-2001-Dou-658,PA,1997.92,121,"Concord, NSW, Australia",-33.86,151.1,4,HCW,no,HCW suspected
Pseudomonas-2006-End-2810,ESBLPA,1998.00,2098,"Varese, Italy",45.82,8.83,24,unk,no,ESBL
Pseudomonas-2003-Pen-1282,CRPA,1998.08,944,"Barcelona, Spain",41.39,2.17,59,env,yes,contamination of cystoscopy room via drain in floor
Pseudomonas-2007-Kal-2727,ESBLPA,1998.42,760,"Tunis, Tunisia",36.82,10.17,7,unk,yes,ESBL
Pseudomonas-2004-Poi-1377,MDRPA,1998.50,365,"Athens, Greece",37.98,23.74,7,unk,no,
Pseudomonas-2001-Sor-697,PA,1998.58,92,"New York, USA",40.71,-74.01,18,equip,yes,contaminated bronchoscopes
Pseudomonas-2000-Sch-724,PA,1998.75,61,"London, UK",51.51,-0.128,11,equip,no,suspected equip contamination
Pseudomonas-2001-Luz-681,MDRPA,1998.83,274,"Varese, Italy",45.82,8.83,18,unk,no,
Pseudomonas-2004-Cre-1614,PA,1999.08,1613,"Cali, Columbia",3.46,-76.52,40,env,yes,env suspected
Pseudomonas-2001-McN-707,PA,1999.08,273,"Ann Arbour, MI",42.28,-83.74,16,HCW,yes,suspected HCW
Pseudomonas-2002-Zaf-2724,PA,1999.67,30,"Cheverly, MD, USA",38.93,-76.92,5,unk,no,
Pseudomonas-2002-Hof-2085,PA,1999.75,396,"Chapel Hill, NC, USA",35.91,-79.06,4,equip,yes,contaminated phacoemulsifier
Pseudomonas-2002-Buk-411,MDRPA,1999.92,304,"Oslo, Norway",59.91,10.75,23,env,yes,contaminated tap water and equipment
Pseudomonas-2001-Yar-641,PA,1999.92,62,"Kettering, UK",52.4,-0.73,7,equip,yes,contaminated urodynamic system
Pseudomonas-2006-Lag-2274,PA,2000.00,1095,"Trieste, Italy",45.65,13.78,107,unk,no,
Pseudomonas-2006-Car-2773ESBLPA,CRPA,2000.00,243,"Rio de Janeiro City, Brazil",-22.9,-43.21,13,unk,no,ESBL
Pseudomonas-2008-SAT-2465,PA,2000.00,181,"Niigata, Japan",37.92,139.04,26,unk,no,
Pseudomonas-2002-Poi-1856,MDRPA,2000.17,153,"Pretoria, South Africa",-25.73,28.22,8,HCW,no,
Pseudomonas-2003-Gra-1274,TicarcillinRPA,2000.50,426,"Nantes, France",47.22,-1.55,31,env,yes,contaminated milk bank pasteuriser and bottle warmer
Pseudomonas-2002-Eng-232,PA,2000.58,61,"Bonn, Germany",50.71,7.1,6,env,yes,environmental contamination detected.
Pseudomonas-2003-Mer-1271,PA,2001.00,243,"Providence, RI, USA",41.82,-71.41,1,HCW,yes,
Pseudomonas-2003-Bri-1273,MDRPA,2001.17,214,"Uberlândia, Uberlândia, MG, Brazil",-18.89,-48.23,7,HCW,no,suspected HCW hands or aerosolization from endotracheal tube
Pseudomonas-2004-Gal-1651,CRPA,2001.17,61,"Bragança Paulista, SP, Brazil",-22.95,-46.54,5,unk,no,
Pseudomonas-2009-Cor-2885,MDRPA,2001.33,31,"Bogota, Columbia",4.6,-74.08,24,unk,no,MDR
Pseudomonas-2003-Sri-733,PA,2001.42,245,"Baltimore, MD, USA",39.29,-76.61,32,equip,yes,contaminated bronchoscopes
Pseudomonas-2003-Neo-1291,PA,2001.50,123,"Crete, Greece",35.24,24.81,11,unk,no,
Pseudomonas-2007-Ive-2618,PA,2001.75,92,"Oslo, Norway",59.91,10.75,231,equip,yes,mouth swabs
Pseudomonas-2006-Fan-2224,PA,2002.00,273,"Firenze, Italy",43.77,11.26,6,env,yes,env suspected
Pseudomonas-2006-Via-2230,MDRPA,2002.00,365,"Bologna, Italy",44.49,11.35,61,env,yes,contaminated tap water
Pseudomonas-2005-Sek-1908,MDRPA,2002.42,183,"Sendai, Japan",38.27,140.87,7,unk,no,
Pseudomonas-2004-Fra-1606,MDRPA,2002.50,31,"Cleveland, OH, USA",41.5,-81.7,5,equip,no,contamined endoscope
Pseudomonas-2005-Dep-1735,MDRPA,2002.50,184,"Brussels, Belgium",50.85,4.35,18,env,yes,contaminated sink
Pseudomonas-2005-Lol-1862MDRPA,,2002.58,304,"Chicago, IL, USA",41.88,-87.63,6,unk,no,
Pseudomonas-2004-Maj-1589,IRPA,2002.92,151,"Manchester, England",53.48,-2.25,5,HCW,no,HCW suspected
Pseudomonas-2005-Pag-1889,MDRPA,2003.00,150,"Pavia, Italy",45.19,9.16,15,unk,no,
Pseudomonas-2006-Bou-2303,MDRPA,2003.50,92,"Valencia, Spain",39.47,-0.38,17,equip,yes,contaminated flexible bronchoscope.
Pseudomonas-2006-Yet-2764,PA,2003.58,396,"Malatya, Turkey",38.36,38.31,80,equip,yes,equip suspected
Pseudomonas-2009-Cez-2662,PA,2003.83,608,"Uberlândia-Minas Gerais, Brazil",-18.91,-48.26,47,unk,no,
Pseudomonas-2006-Mat-2336,PA,2003.83,120,"Sevilla, Spain",37.38,-6,6,equip,yes,contaminated trypan blue solution
Pseudomonas-2008-VEE-2468,PA,2003.83,92,"Bengalur, India",12.97,77.59,5,equip,yes,ultrasound aspirator
Pseudomonas-2008-Leu-2942,MDRPA,2004.00,365,"Taipei, Taiwan",25.09,121.56,10,equip,yes,MDR - isolated from a brush used to clean trap bottles
Pseudomonas-2007-Fon-2635,PA,2004.00,151,"Rome, Italy",41.89,12.5,4,unk,no,
Pseudomonas-2005-ZAV-2425,PA,2004.00,304,"Porto Alegre, Brazil",-30.03,-51.23,135,unk,no,
Pseudomonas-2006-Mic-2265,MDRPA,2004.00,365,"Lille, France",50.63,3.06,17,env,yes,isolated from hospital water system but outbreak polyclonal
Pseudomonas-2006-Pro-2237,PA,2004.33,31,"Ancona, Italy",43.62,13.52,4,drug,yes,contaminated heparin and saline solution
Pseudomonas-2005-Ken-2422,PA,2004.42,61,"Hyderabad, India",17.39,78.49,9,equip,yes,contaminated phacoprobe and tubings of phacoemulsification machine
Pseudomonas-2005-Ken-2047,MDRPA,2004.42,30,"Hyderabad, India",17.39,78.49,2,equip,yes,contaminated phacoprobe and tubings of phacoemulsification machine
Pseudomonas-2007-Kik-2365,CRPA,2004.50,31,"Kanagawa, Japan",35.45,139.64,20,equip,yes,contaminated bite blocks used of intubation and mechanical ventilation
Pseudomonas-2005-Ken-2048,MDRPA,2004.50,31,"Hyderabad, India",17.39,78.49,7,equip,yes,internal tubing on phacoemulsification machine
Pseudomonas-2009-Ryo-2956MRPA,PA,2004.50,92,"Daegu, Korea",35.87,128.6,5,unk,no,
Pseudomonas-2007-Sek-2608,MDRPA,2004.67,61,"Tokyo, Japan",35.69,139.69,3,env,yes,abstract: contaminated surfaces of urine volume-measuring devices
Pseudomonas-2009-Sán-2781,PA,2004.67,122,"Madrid, Spain",40.42,-3.7,30,env+equip,yes,abstract: positive samples include 6 samples of in-house prepared milk and 3 samples of water from dishwashers
Pseudomonas-2006-Ach-2371,MDRPA,2004.75,123,"Tunis, Tunisia",36.82,10.17,8,unk,no,
Pseudomonas-2006-ACH-240,PA,2004.75,98,"Tunis, Tunisia",36.82,10.17,8,equip,no,equip suspected - inadequate disinfection of intubation devices
Pseudomonas-2007-Sek-2609,MDRPA,2004.83,151,"Tokyo, Japan",35.69,139.69,6,env,yes,abstract: contaminated surfaces of urine volume-measuring devices
Pseudomonas-2008-Yak-2766,MDRPA,2004.83,212,"Malatya, Turkey",38.36,38.31,28,HCW+equip,yes,"database: HCW hands and frequently handled surfaces, such as tips and surfaces of betadine bottles and buttons of liquid soap containers"
Pseudomonas-2009-Sun-2691,PA,2004.92,62,"Atlanta, USA",33.75,-84.39,2,equip,yes,contaminated opthalmic solution
Pseudomonas-2008-KAY-2480,PA,2005.17,61,"Malatya, Turkey",38.36,38.31,12,equip,yes,forceps used in ureterorenoscopy
Pseudomonas-2006-Lib-3000,MDRPA,2005.17,306,"Budapest, Hungary",47.5,19.04,15,unk,no,MDR
Pseudomonas-2009-Cri-2936,PA,2005.50,730,"Naples, Italy",40.84,14.25,135,HCW,yes,
Pseudomonas-2006-Cen-2255,PA,2005.50,7,"Georgia, USA",32.16,-82.91,4,equip,yes,contaminated transrectal ultrasound-guided prostate biopsy.
Pseudomonas-2006-Ors-2382,MDRPA,2005.67,91,"Rome, Italy",41.89,12.5,9,equip,yes,contaminated plasma expander solution
Pseudomonas-2007-Men-2642,MDRPA,2005.67,30,"Athens, Greece",37.98,23.74,5,unk,no,
Pseudomonas-2010-Naz-2839,PA,2006.25,91,"La Reunion, France",44.3,0.12,42,equip,yes,contaminated mineral water bottle
Pseudomonas-2010-Lon-3053,PA,2006.25,275,"Geneva, Switzerland",46.2,6.14,13,HCW,no,"HCW, PTP suspected."
Pseudomonas-2009-Fan-2960,PA,2006.33,184,"Florence, Italy",43.77,11.26,6,env,no,env suspected
Pseudomonas-2010-Koh-2862,CRPA,2006.50,123,"Berlin, Germany",52.52,13.4,15,HCW,no,HCW suspected
Pseudomonas-2008-Wen-2883,PA,2007.00,120,"New Mexico, USA",34.97,-105.03,23,equip,yes,urologists cytoscope
Pseudomonas-2009-Pen-2761,MDRPA,2007.17,306,"Barcelona, Spain",41.39,2.17,51,unk,no,horoizontal transmission
Pseudomonas-2010-Lon-3054,PA,2007.75,61,"Geneva, Switzerland",46.2,6.14,11,HCW,no,"HCW, PTP suspected"
Pseudomonas-2009-Pin-2921,MDRPA,2008.08,40,"Nadu, India",15.32,75.71,20,env,yes,contaminated air conditioning solution
,,,,,,,,,,
,,,,,,,,,,
Resistance Types,,,,,,,,,,
tobramycin,,,,,,,,,,
gentamicin,,,,,,,,,,
carbenicillin,,,,,,,,,,
imipenem,,,,,,,,,,
meropenem,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
The transmission route was determined from the outbreak database 'Transmission',,,,,,,,,,
description. The transmission route for VRE and MRSA was a lot more difficult to,,,,,,,,,,
"ascertain. In general, if the database or the abstract made a strong statement",,,,,,,,,,
suggesting that they had confidence in the transmission route they were advocated,,,,,,,,,,
then I designated the transmission route along these lines.,,,,,,,,,,
The latitudes and logitudes were calculated from using this page:,,,,,,,,,,
http://universimmedia.pagesperso-orange.fr/geo/loc.htm,,,,,,,,,,
